recall,precision
1.0,0.06074074074074074
1.0,0.07308377896613191
1.0,0.07321428571428572
1.0,0.07334525939177101
1.0,0.07347670250896057
1.0,0.07360861759425494
1.0,0.0737410071942446
1.0,0.07387387387387387
1.0,0.0740072202166065
1.0,0.07414104882459313
1.0,0.07427536231884058
1.0,0.07441016333938294
1.0,0.07454545454545454
1.0,0.07468123861566485
1.0,0.07481751824817519
1.0,0.07495429616087751
1.0,0.07509157509157509
1.0,0.07522935779816514
1.0,0.07536764705882353
1.0,0.07550644567219153
1.0,0.07564575645756458
1.0,0.07578558225508318
1.0,0.07592592592592592
1.0,0.07606679035250463
1.0,0.0762081784386617
1.0,0.07635009310986965
1.0,0.07649253731343283
1.0,0.07663551401869159
1.0,0.07677902621722846
1.0,0.07692307692307693
1.0,0.07706766917293233
1.0,0.07721280602636535
1.0,0.07735849056603773
1.0,0.07750472589792061
1.0,0.07765151515151515
1.0,0.0777988614800759
1.0,0.0779467680608365
1.0,0.07809523809523809
1.0,0.07824427480916031
1.0,0.07839388145315487
1.0,0.07854406130268199
1.0,0.07869481765834933
1.0,0.07884615384615384
1.0,0.0789980732177264
1.0,0.07915057915057915
1.0,0.07930367504835589
1.0,0.07945736434108527
1.0,0.07961165048543689
1.0,0.07976653696498054
1.0,0.07992202729044834
1.0,0.080078125
1.0,0.08023483365949119
1.0,0.0803921568627451
1.0,0.08055009823182711
1.0,0.08070866141732283
1.0,0.08086785009861933
1.0,0.08102766798418973
1.0,0.08118811881188119
1.0,0.08134920634920635
1.0,0.08151093439363817
1.0,0.08167330677290836
1.0,0.08183632734530938
1.0,0.082
1.0,0.08216432865731463
1.0,0.0823293172690763
1.0,0.08249496981891348
1.0,0.08266129032258064
1.0,0.08282828282828283
1.0,0.08299595141700405
1.0,0.08316430020283976
1.0,0.08333333333333333
1.0,0.0835030549898167
1.0,0.0836734693877551
1.0,0.08384458077709611
1.0,0.08401639344262295
1.0,0.08418891170431211
1.0,0.08436213991769548
1.0,0.08453608247422681
1.0,0.08471074380165289
1.0,0.08488612836438923
1.0,0.08506224066390042
1.0,0.08523908523908524
1.0,0.08541666666666667
1.0,0.08559498956158663
1.0,0.08577405857740586
1.0,0.0859538784067086
1.0,0.0861344537815126
1.0,0.0863157894736842
1.0,0.08649789029535865
1.0,0.08668076109936575
1.0,0.08686440677966102
1.0,0.0870488322717622
1.0,0.08723404255319149
1.0,0.08742004264392324
1.0,0.0876068376068376
1.0,0.08779443254817987
1.0,0.08798283261802575
1.0,0.08817204301075268
1.0,0.08836206896551724
1.0,0.08855291576673865
1.0,0.08874458874458875
