recall,precision
1.0,0.06074074074074074
1.0,0.06146926536731634
1.0,0.06156156156156156
1.0,0.061654135338345864
1.0,0.061746987951807226
1.0,0.06184012066365008
1.0,0.061933534743202415
1.0,0.06202723146747353
1.0,0.06212121212121212
1.0,0.0622154779969651
1.0,0.06231003039513678
1.0,0.0624048706240487
1.0,0.0625
1.0,0.06259541984732825
1.0,0.06269113149847094
1.0,0.06278713629402756
1.0,0.06288343558282208
1.0,0.0629800307219662
1.0,0.06307692307692307
1.0,0.06317411402157165
1.0,0.06327160493827161
1.0,0.0633693972179289
1.0,0.06346749226006192
1.0,0.06356589147286822
1.0,0.06366459627329192
1.0,0.06376360808709176
1.0,0.06386292834890965
1.0,0.06396255850234009
1.0,0.0640625
1.0,0.06416275430359937
1.0,0.06426332288401254
1.0,0.06436420722135008
1.0,0.06446540880503145
1.0,0.06456692913385827
1.0,0.06466876971608833
1.0,0.06477093206951026
1.0,0.06487341772151899
1.0,0.06497622820919176
1.0,0.06507936507936508
1.0,0.06518282988871224
1.0,0.06528662420382166
1.0,0.06539074960127592
1.0,0.06549520766773163
1.0,0.0656
1.0,0.06570512820512821
1.0,0.06581059390048154
1.0,0.06591639871382636
1.0,0.06602254428341385
1.0,0.06612903225806452
1.0,0.06623586429725363
1.0,0.06634304207119741
1.0,0.06645056726094004
1.0,0.06655844155844155
1.0,0.06666666666666667
1.0,0.06677524429967427
1.0,0.06688417618270799
1.0,0.06699346405228758
1.0,0.06710310965630115
1.0,0.06721311475409836
1.0,0.06732348111658457
1.0,0.06743421052631579
1.0,0.06754530477759473
1.0,0.06765676567656766
1.0,0.06776859504132231
1.0,0.06788079470198675
1.0,0.06799336650082918
1.0,0.0681063122923588
1.0,0.06821963394342762
1.0,0.06833333333333333
1.0,0.06844741235392321
1.0,0.06856187290969899
1.0,0.06867671691792294
1.0,0.06879194630872483
1.0,0.06890756302521009
1.0,0.06902356902356903
1.0,0.06913996627318718
1.0,0.06925675675675676
1.0,0.06937394247038917
1.0,0.06949152542372881
1.0,0.06960950764006792
1.0,0.06972789115646258
1.0,0.06984667802385008
1.0,0.06996587030716724
1.0,0.07008547008547009
1.0,0.0702054794520548
1.0,0.07032590051457976
1.0,0.070446735395189
1.0,0.07056798623063683
1.0,0.0706896551724138
1.0,0.07081174438687392
1.0,0.07093425605536333
1.0,0.07105719237435008
1.0,0.07118055555555555
1.0,0.07130434782608695
1.0,0.07142857142857142
1.0,0.07155322862129145
1.0,0.07167832167832168
1.0,0.07180385288966724
1.0,0.07192982456140351
1.0,0.07205623901581722
1.0,0.0721830985915493
1.0,0.07231040564373897
1.0,0.07243816254416961
1.0,0.07256637168141593
1.0,0.0726950354609929
1.0,0.07282415630550622
1.0,0.07295373665480427
1.0,0.07308377896613191
1.0,0.07321428571428572
1.0,0.07334525939177101
1.0,0.07347670250896057
1.0,0.07360861759425494
1.0,0.0737410071942446
1.0,0.07387387387387387
1.0,0.0740072202166065
1.0,0.07414104882459313
1.0,0.07427536231884058
1.0,0.07441016333938294
1.0,0.07454545454545454
1.0,0.07468123861566485
1.0,0.07481751824817519
1.0,0.07495429616087751
1.0,0.07509157509157509
1.0,0.07522935779816514
1.0,0.07536764705882353
1.0,0.07550644567219153
1.0,0.07564575645756458
1.0,0.07578558225508318
1.0,0.07592592592592592
1.0,0.07606679035250463
1.0,0.0762081784386617
1.0,0.07635009310986965
1.0,0.07649253731343283
1.0,0.07663551401869159
1.0,0.07677902621722846
1.0,0.07692307692307693
1.0,0.07706766917293233
1.0,0.07721280602636535
1.0,0.07735849056603773
1.0,0.07750472589792061
1.0,0.07765151515151515
1.0,0.0777988614800759
1.0,0.0779467680608365
1.0,0.07809523809523809
1.0,0.07824427480916031
1.0,0.07839388145315487
1.0,0.07854406130268199
1.0,0.07869481765834933
1.0,0.07884615384615384
1.0,0.0789980732177264
1.0,0.07915057915057915
1.0,0.07930367504835589
1.0,0.07945736434108527
1.0,0.07961165048543689
1.0,0.07976653696498054
1.0,0.07992202729044834
1.0,0.080078125
1.0,0.08023483365949119
1.0,0.0803921568627451
1.0,0.08055009823182711
1.0,0.08070866141732283
1.0,0.08086785009861933
1.0,0.08102766798418973
1.0,0.08118811881188119
1.0,0.08134920634920635
1.0,0.08151093439363817
1.0,0.08167330677290836
1.0,0.08183632734530938
1.0,0.082
1.0,0.08216432865731463
1.0,0.0823293172690763
1.0,0.08249496981891348
1.0,0.08266129032258064
1.0,0.08282828282828283
1.0,0.08299595141700405
1.0,0.08316430020283976
1.0,0.08333333333333333
1.0,0.0835030549898167
1.0,0.0836734693877551
1.0,0.08384458077709611
1.0,0.08401639344262295
1.0,0.08418891170431211
1.0,0.08436213991769548
1.0,0.08453608247422681
1.0,0.08471074380165289
1.0,0.08488612836438923
1.0,0.08506224066390042
1.0,0.08523908523908524
1.0,0.08541666666666667
1.0,0.08559498956158663
1.0,0.08577405857740586
1.0,0.0859538784067086
1.0,0.0861344537815126
1.0,0.0863157894736842
1.0,0.08649789029535865
1.0,0.08668076109936575
1.0,0.08686440677966102
1.0,0.0870488322717622
1.0,0.08723404255319149
1.0,0.08742004264392324
1.0,0.0876068376068376
1.0,0.08779443254817987
1.0,0.08798283261802575
